FID,geom,efetivacao,id,tipo,latitude,longitude,elevacao,vfr,ifr,timezone,privado,nome,uf
AIRPORT21JUL16.132,MULTIPOINT ((-44.10604783682656 -19.969721271863595)),2013-11-14,SWUT,HP,-19.97028,-44.10639,940,Y,,C,YES,BETIM/ HELPN Fiat Betim,MG
AIRPORT21JUL16.133,MULTIPOINT ((-56.28607776304366 -6.102731128976246)),2013-11-14,SJNO,AD,-6.10361,-56.28583,154,N,,C,YES,ITAITUBA/ Pista Nove de Outubro,PA
AIRPORT21JUL16.134,MULTIPOINT ((-46.780896196691664 -23.478159698816604)),2014-07-24,SSUB,HP,-23.47861,-46.78111,793,Y,N,C,YES,OSASCO / HELPN HBR,SP
AIRPORT21JUL16.135,MULTIPOINT ((-51.68030963312723 -20.750860860777742)),2014-07-24,SBTG,AD,-20.75139,-51.68028,324,Y,,D,NO,TRÊS LAGOAS / Três Lagoas,MS
AIRPORT21JUL16.136,MULTIPOINT ((-40.5299486204003 -12.270745118973382)),2014-07-24,SSLS,AD,-12.2715,-40.53044,404,N,N,C,NO,RUY BARBOSA / AD PUB de Ruy Barbosa,BA
AIRPORT21JUL16.137,MULTIPOINT ((-52.62146675196192 -19.4680470965879)),2013-02-07,SDAU,AD,-19.46861,-52.62139,462,N,N,D,YES,ÁGUA CLARA / Faz. Itaú,MS
AIRPORT21JUL16.138,MULTIPOINT ((-53.35539056564955 -17.745778252884246)),2013-02-07,SDSG,AD,-17.74639,-53.35528,874,N,N,D,YES,ALTO TAQUARI / Ipiranga,MT
AIRPORT21JUL16.139,MULTIPOINT ((-44.28966093740694 -23.02258621973164)),2013-02-07,SDSO,HP,-23.02306,-44.29,40,Y,N,C,YES,ANGRA DOS REIS / HELPN Flamingos,RJ
AIRPORT21JUL16.140,MULTIPOINT ((-44.24827004123239 -22.997585394727775)),2013-02-07,SDDW,HP,-22.99806,-44.24861,4,Y,N,C,YES,ANGRA DOS REIS / HELPN Marina Verolme,RJ
AIRPORT21JUL16.141,MULTIPOINT ((-49.11351408927374 -23.208987307415093)),2013-02-07,SIXW,HP,-23.20944,-49.11361,590,Y,N,C,YES,ARANDU / HELPN Cana Brava,SP
AIRPORT21JUL16.142,MULTIPOINT ((-46.83701036961572 -23.331210938947173)),2013-02-07,SSZJ,HP,-23.33167,-46.83722,738,Y,N,C,YES,CAJAMAR/HELPN Semp Toshiba Jordanésia,SP
AIRPORT21JUL16.143,MULTIPOINT ((-48.6126519081682 -26.799098476309283)),2014-04-03,SJYA,HP,-26.79944,-48.61278,10,Y,N,C,YES,PENHA / HELPN BCW,SC
AIRPORT21JUL16.144,MULTIPOINT ((-48.429879075700626 -1.266250338964947)),2014-04-03,SWEQ,AD,-1.26722,-48.43,19,N,N,C,YES,BELÉM / Clube de Esportes Aéreos e Náuticos do Pará,PA
AIRPORT21JUL16.145,MULTIPOINT ((-43.29100087005252 -22.69312984179831)),2013-05-30,SJCJ,HP,-22.69361,-43.29139,72,Y,N,C,YES,"DUQUE DE CAXIAS/ HELPN Supreme caxias, RJ",RJ
AIRPORT21JUL16.146,MULTIPOINT ((-53.30066837898014 -21.64032998002882)),2013-11-14,SDBU,AD,-21.64083,-53.30056,366,N,N,D,YES,NOVA ANDRADINA / Faz. Douradinho,MS
AIRPORT21JUL16.147,MULTIPOINT ((-57.10946832372336 -21.36448402829212)),2013-11-14,SWER,AD,-21.365,-57.10917,320,N,N,D,YES,PORTO MURTINHO / Faz. Entre Rios,MS
AIRPORT21JUL16.148,MULTIPOINT ((-44.13300710458473 -11.755905500184612)),2013-11-14,SSNT,AD,-11.75667,-44.13333,420,N,N,C,YES,WANDERLEY / Faz. Jacarezinho Nova Terra,BA
AIRPORT21JUL16.149,MULTIPOINT ((-51.58919263811796 -10.04142647193418)),2013-11-14,SJGP,AD,-10.04222,-51.58917,320,N,N,D,YES,VILA RICA / Faz. Grupal,MT
AIRPORT21JUL16.150,MULTIPOINT ((-54.4498916796805 -21.116147354143266)),2013-11-14,SWFG,AD,-21.11667,-54.44972,442,N,N,D,YES,NOVA ALVORADA DO SUL / Faz. Guanabara,MS
AIRPORT21JUL16.151,MULTIPOINT ((-48.10457437065618 -23.202597443522315)),2013-11-14,SSRW,AD,-23.20306,-48.10472,543,N,N,C,YES,PORANGABA / Faz. J Campos,SP
AIRPORT21JUL16.152,MULTIPOINT ((-45.692516511124865 -18.725523519094626)),2013-11-14,SITZ,AD,-18.72611,-45.69278,1022,N,,C,YES,BIQUINHAS / Faz. Novo Horizonte IV,MG
AIRPORT21JUL16.153,MULTIPOINT ((-56.06691517609405 -20.45751573393616)),2013-11-14,SIOF,AD,-20.45806,-56.06667,202,N,N,D,YES,ANASTÁCIO / Faz. Planalto,MS
AIRPORT21JUL16.154,MULTIPOINT ((-54.296548999790026 -19.42971161565539)),2013-11-14,SSOO,AD,-19.43028,-54.29639,382,N,,D,YES,CAMAPUÃ / Faz. Pontal da Cachoeira,MS
AIRPORT21JUL16.155,MULTIPOINT ((-54.10375723410887 -13.483448935174446)),2013-11-14,SJUR,AD,-13.48417,-54.10361,480,N,N,D,YES,PARANATINGA / Faz. Reunidas,MT
AIRPORT21JUL16.156,MULTIPOINT ((-49.84577513377619 -18.31051593579319)),2013-11-14,SDCH,AD,-18.31111,-49.84583,560,N,,C,YES,ITUMBIARA / Faz. Rosa dos Ventos,GO
AIRPORT21JUL16.157,MULTIPOINT ((-56.022468937962266 -20.705022720691698)),2013-11-14,SIWX,AD,-20.70556,-56.02222,182,N,N,D,YES,ANASTÁCIO / Faz. Santa Cristina,MS
AIRPORT21JUL16.158,MULTIPOINT ((-47.30786886223364 -22.27256918670496)),2013-11-14,SJAG,HP,-22.27306,-47.30806,599,Y,N,C,YES,ARARAS / HELPN Faz. Santa Cruz,SP
AIRPORT21JUL16.159,MULTIPOINT ((-55.889408046555204 -21.470600139015353)),2013-11-14,SIIE,AD,-21.47111,-55.88917,330,N,,C,YES,GUIA LOPES DA LAGUNA / Faz. Santa Fé,MS
AIRPORT21JUL16.160,MULTIPOINT ((-47.75733689896631 -21.284485609036423)),2013-11-14,SIFR,HP,-21.285,-47.7575,785,Y,N,C,YES,CRAVINHOS / HELPN Faz. Santa Maria,SP
AIRPORT21JUL16.161,MULTIPOINT ((-58.48008029174602 -16.066840425031554)),2013-11-14,SIDF,AD,-16.0675,-58.47972,206,N,N,D,YES,CÁCERES / Faz. São José,MT
AIRPORT21JUL16.162,MULTIPOINT ((-46.710624859136345 -15.972119941911984)),2013-11-14,SWWE,AD,-15.97278,-46.71083,1002,N,N,C,YES,UNAÍ / Faz. São Miguel,MG
AIRPORT21JUL16.163,MULTIPOINT ((-55.133256185366626 -18.996087899934583)),2013-11-14,SDXW,AD,-18.99667,-55.13306,169,N,N,D,YES,RIO VERDE DE MATO GROSSO / Faz. Sombra da Serra,MS
AIRPORT21JUL16.164,MULTIPOINT ((-50.13856771140798 -16.164071252903454)),2013-11-14,SJFO,AD,-16.16472,-50.13861,704,N,N,C,YES,MOSSÂMEDES / Faz. Sorriso,GO
AIRPORT21JUL16.165,MULTIPOINT ((-49.27018892586473 -22.793697282561464)),2013-11-14,SILL,AD,-22.79417,-49.27028,655,N,N,C,YES,ÁGUAS DE SANTA BÁRBARA / Faz. Tabaroa,SP
AIRPORT21JUL16.166,MULTIPOINT ((-55.37603964474266 -13.072882795755232)),2013-11-14,SIZD,AD,-13.07361,-55.37583,427,N,N,D,YES,SORRISO / Faz. Toledo,MT
AIRPORT21JUL16.167,MULTIPOINT ((-44.95859395604432 -17.486045359800073)),2013-11-14,SSFV,AD,-17.48667,-44.95889,500,N,N,C,YES,PIRAPORA / Faz. Viveiros,MG
AIRPORT21JUL16.168,MULTIPOINT ((-53.91263893681859 -16.472411580842287)),2013-11-14,SDFE,AD,-16.47306,-53.9125,656,N,,D,YES,GUIRATINGA / Faz. Pertinho do Céu,MT
AIRPORT21JUL16.169,MULTIPOINT ((-48.32626122547129 -10.10726075334624)),2014-06-26,SDNB,AD,-10.10806,-48.32639,292,N,N,C,YES,PALMAS / Sítio Flyer,TO
AIRPORT21JUL16.170,MULTIPOINT ((-52.13838507241001 -9.449469016594712)),2014-01-09,SJNH,AD,-9.45028,-52.13833,258,N,N,C,YES,SÃO FÉLIX DO XINGU / Faz Nova Esperança,PA
AIRPORT21JUL16.171,MULTIPOINT ((-46.8386882278055 -14.217632387938957)),2014-01-09,SWLJ,AD,-14.21833,-46.83889,466,N,N,C,YES,IACIARA / Faz. Santa Cruz,GO
AIRPORT21JUL16.172,MULTIPOINT ((-49.59687411388995 -18.260236733344605)),2014-01-09,SWAD,AD,-18.26083,-49.59694,487,N,N,C,YES,BOM JESUS DE GOIÁS / Faz. Santa Adelaide,GO
AIRPORT21JUL16.173,MULTIPOINT ((-50.73970638536337 -29.32362785943264)),2014-01-09,SIFF,AD,-29.32389,-50.73972,861,N,N,C,YES,SÃO FRANCISCO DE PAULA / Sunset Airfield,RS
AIRPORT21JUL16.174,MULTIPOINT ((-39.16053955237209 -16.956574964234548)),2014-01-09,SWAT,HP,-16.95722,-39.16111,7,Y,N,C,YES,PRADO / HELPN Tauana,BA
AIRPORT21JUL16.175,MULTIPOINT ((-46.23088175474291 -13.930124936301805)),2014-06-26,SJCC,AD,-13.93083,-46.23111,1003,N,,C,YES,CORRENTINA / Faz. Serrana,BA
AIRPORT21JUL16.176,MULTIPOINT ((-55.99023815419986 -15.642944393156583)),2014-04-03,SIXM,AD,-15.64361,-55.99,206,N,,D,YES,CUIABÁ / Cifi,MT
AIRPORT21JUL16.177,MULTIPOINT ((-48.09985604510157 -18.973310583637517)),2014-04-03,SJPT,AD,-18.97389,-48.1,924,N,,C,YES,UBERLÂNDIA / Quatro Ventos,MG
AIRPORT21JUL16.178,MULTIPOINT ((-38.438308015582834 -3.8104606090341884)),2014-04-03,SIHX,HP,-3.81139,-38.43889,2,Y,,C,YES,EUSÉBIO / HEPLN Lagoa,CE
AIRPORT21JUL16.179,MULTIPOINT ((-45.567503318033054 -22.717301929433955)),2013-11-14,SICH,HP,-22.71778,-45.56778,1640,Y,N,C,YES,CAMPOS DO JORDÃO/HELPN Hotel Campos do Jordão,SP
AIRPORT21JUL16.180,MULTIPOINT ((-41.04672647609467 -21.649204948359657)),2013-11-14,SIJL,AD,-21.64972,-41.04722,4,N,N,C,YES,SÃO JOÃO DA BARRA/São João da Barra,RJ
AIRPORT21JUL16.181,MULTIPOINT ((-36.65294657700272 -6.639955760233877)),2014-01-09,SDVZ,AD,-6.64083,-36.65361,316,N,,C,YES,PARELHAS / Kareli,RN
AIRPORT21JUL16.182,MULTIPOINT ((-43.36183694941959 -22.97063812662876)),2013-11-14,SJGO,HP,-22.97111,-43.36222,15,Y,N,C,YES,RIO DE JANEIRO/HELPN AGO,RJ
AIRPORT21JUL16.183,MULTIPOINT ((-53.690966497479806 -22.597301985884396)),2014-01-09,SDQT,AD,-22.59778,-53.69083,335,N,,D,YES,NOVO HORIZONTE DO SUL / Faz. Vista Alegre,MS
AIRPORT21JUL16.184,MULTIPOINT ((-56.49832031358836 -17.30076364945013)),2014-01-09,SNPG,AD,-17.30139,-56.49806,105,N,,D,YES,CORUMBÁ / Faz. Uval,MS
AIRPORT21JUL16.185,MULTIPOINT ((-46.191149709188004 -20.247510144977127)),2014-01-09,SJSV,AD,-20.24806,-46.19139,760,N,,C,YES,SÃO ROQUE DE MINAS / Faz. Guiné,MG
AIRPORT21JUL16.186,MULTIPOINT ((-50.34830097482619 -8.92112431839477)),2014-03-06,SDAY,AD,-8.92194,-50.34833,217,N,N,C,YES,SANTA MARIA DAS BARREIRAS / Fazenda Santa Lucia,PA
AIRPORT21JUL16.187,MULTIPOINT ((-44.615243625489875 -17.723551006083163)),2014-03-06,SSHV,AD,-17.72417,-44.61556,586,N,,C,YES,VÁRZEA DA PALMA / Faz. Genipapo,MG
AIRPORT21JUL16.188,MULTIPOINT ((-47.602605312044446 -22.682303742651897)),2014-03-06,SWHB,HP,-22.68278,-47.60278,592,N,,C,YES,PIRACICABA / HELPN Hyundai Piracicaba,SP
AIRPORT21JUL16.189,MULTIPOINT ((-46.071703977986346 -17.012701279996236)),2014-03-06,SDCK,AD,-17.01333,-46.07194,508,N,N,C,YES,BRASILÂNDIA DE MINAS / Faz. Gleba da Barra,MG
AIRPORT21JUL16.190,MULTIPOINT ((-52.170611802860186 -20.992534245991994)),2013-11-14,SIXF,AD,-20.99306,-52.17056,300,N,N,D,YES,TRÊS LAGOAS / Faz. Lageado,MS
AIRPORT21JUL16.191,MULTIPOINT ((-44.77246594732064 -21.646991721990556)),2013-11-14,SIUA,HP,-21.6475,-44.77278,986,Y,N,C,YES,CRUZÍLIA / HELPN Faz. Cachoeira,MG
AIRPORT21JUL16.192,MULTIPOINT ((-51.75170021525569 -9.283632132523897)),2013-11-14,SWYQ,AD,-9.28444,-51.75167,300,N,N,C,YES,SÃO FÉLIX DO XINGU / Faz. Brusque,PA
AIRPORT21JUL16.193,MULTIPOINT ((-46.60478683334246 -15.593221466355338)),2013-11-14,SSFZ,AD,-15.59389,-46.605,570,N,,C,YES,BURITIS / Faz. Carolina,MG
AIRPORT21JUL16.194,MULTIPOINT ((-55.22881514298136 -17.924392546128818)),2013-11-14,SILO,AD,-17.925,-55.22861,160,N,,D,YES,CORUMBÁ / Faz. Cambará,MS
AIRPORT21JUL16.195,MULTIPOINT ((-47.243704193680315 -17.893281012347355)),2013-11-14,SIEG,AD,-17.89389,-47.24389,988,N,N,C,YES,GUARDA-MOR / Faz. Chapadão,MG
AIRPORT21JUL16.196,MULTIPOINT ((-54.38628955441905 -29.651970195740784)),2013-11-14,SJCS,AD,-29.65222,-54.38611,124,N,N,C,YES,SÃO PEDRO DO SUL / Faz. Chapadinha,RS
AIRPORT21JUL16.197,MULTIPOINT ((-50.452749785529825 -14.340692661144967)),2013-11-14,SSKD,AD,-14.34139,-50.45278,298,N,N,C,YES,NOVA CRIXÁS / Faz. Cristal 2,GO
AIRPORT21JUL16.198,MULTIPOINT ((-45.68334179361734 -23.04842299511186)),2013-05-30,SIKY,HP,-23.04889,-45.68361,585,Y,,C,YES,CAÇAPAVA/HELPN Fabiano Fernando Franciscate,SP
AIRPORT21JUL16.199,MULTIPOINT ((-56.61194398649381 -21.522822730678143)),2014-05-29,SSXU,AD,-21.52333,-56.61167,230,N,,D,YES,JARDIM / Faz. Aurora,MS
AIRPORT21JUL16.200,MULTIPOINT ((-40.272270442185444 -12.003960917747055)),2014-05-29,SSAO,AD,-12.00472,-40.27278,405,N,,C,YES,BAIXA GRANDE / Faz. Olhos d´Água,BA
AIRPORT21JUL16.201,MULTIPOINT ((-44.59412008932648 -23.240648856780812)),2013-11-14,SJSP,HP,-23.24111,-44.59444,20,Y,N,C,YES,PARATI/HELPN Caragoatá,RJ
AIRPORT21JUL16.202,MULTIPOINT ((-56.92499806797486 -8.903344006529592)),2013-05-30,SDXC,AD,-8.90417,-56.92472,280,N,,C,YES,JACAREACANGA/Estância Santa Maria,PA
AIRPORT21JUL16.203,MULTIPOINT ((-42.38319194334645 -17.52770846847256)),2013-05-30,SNNG,AD,-17.52833,-42.38361,997,N,,C,YES,MINAS NOVAS/Mário Spada,MG
AIRPORT21JUL16.204,MULTIPOINT ((-56.889161145479605 -5.760501813224769)),2013-05-30,SJZR,AD,-5.76139,-56.88889,100,N,,C,YES,ITAITUBA/Pista Comunidade Bom Jardim,PA
AIRPORT21JUL16.205,MULTIPOINT ((-62.56360046759388 -13.05564972052994)),2014-01-09,SDSW,AD,-13.05639,-62.56306,139,N,N,D,YES,ALTA FLORESTA D'OESTE / Ilha das Flores,RO
AIRPORT21JUL16.206,MULTIPOINT ((-47.727615383097245 -19.19831637527077)),2014-05-29,SSYD,AD,-19.19889,-47.72778,994,N,,C,YES,NOVA PONTE/ Nova Ponte,MG
AIRPORT21JUL16.207,MULTIPOINT ((-45.924196465408656 -17.305486437485005)),2014-05-29,SWPN,AD,-17.30611,-45.92444,535,N,,C,YES,JOÃO PINHEIRO / Faz. Vargem Bonita de Cima,MG
AIRPORT21JUL16.208,MULTIPOINT ((-40.37280856176173 -20.502504428335296)),2014-05-29,SIHR,HP,-20.50306,-40.37333,30,Y,N,C,YES,VILA VELHA / HELPN Vilacoptero II,ES
AIRPORT21JUL16.209,MULTIPOINT ((-38.951108776214184 -4.250469009122207)),2014-05-29,SION,HP,-4.25139,-38.95167,856,Y,,C,YES,GUARAMIRANGA / HELPN Tibagi,CE
AIRPORT21JUL16.210,MULTIPOINT ((-60.27071605328481 -13.450385426548717)),2014-03-06,SWEA,AD,-13.45111,-60.27028,267,N,,D,YES,COMODORO / Faz. Santiago de Compostela,MT
AIRPORT21JUL16.211,MULTIPOINT ((-48.678777377664545 -11.300898638298131)),2013-11-14,SDCE,AD,-11.30167,-48.67889,291,N,N,C,YES,ALIANÇA DO TOCANTINS / Faz. Boa Sorte,TO
AIRPORT21JUL16.212,MULTIPOINT ((-47.00035149822705 -23.61066396812825)),2014-01-09,SIVC,HP,-23.61111,-47.00056,921,N,N,C,YES,VARGEM GRANDE PAULISTA / HELPN Vicente Spisso,SP
AIRPORT21JUL16.213,MULTIPOINT ((-47.008687085886024 -22.382294252721653)),2014-01-09,SWFS,HP,-22.38278,-47.00889,655,Y,N,C,YES,MOGI-MIRIM / HELPN Faz. São Francisco,SP
AIRPORT21JUL16.214,MULTIPOINT ((-60.35070848590727 3.3171618052853944)),2014-01-09,SWBM,AD,3.31611,-60.35028,61,N,N,D,YES,BOA VISTA / Faz. Paraíso,RR
AIRPORT21JUL16.215,MULTIPOINT ((-50.90110432306378 -21.141705340859396)),2014-01-09,SSJC,AD,-21.14222,-50.90111,400,N,N,C,YES,VALPARAÍSO / Jacarezinho,SP
AIRPORT21JUL16.216,MULTIPOINT ((-35.17176777780022 -7.2452428310366725)),2013-05-30,SWJY,AD,-7.24611,-35.1725,117,N,N,C,YES,SÃO MIGUEL DE TAIPU / Professora Francisca Cardoso,PB
AIRPORT21JUL16.217,MULTIPOINT ((-47.79567222716445 -21.200594366094638)),2014-05-29,SSMA,HP,-21.20111,-47.79583,604,Y,,C,YES,RIBEIRÃO PRETO / HELPN Spasse,SP
AIRPORT21JUL16.218,MULTIPOINT ((-41.82039428531429 -14.257626619803167)),2014-06-26,SSXH,AD,-14.25833,-41.82083,510,N,,C,YES,BRUMADO / Socrates Mariani Bittencourt,BA
AIRPORT21JUL16.219,MULTIPOINT ((-42.80406348553134 -2.755721232842828)),2014-06-26,SSRS,AD,-2.75667,-42.80444,4,N,N,C,NO,BARREIRINHAS / Barreirinhas,MA
AIRPORT21JUL16.220,MULTIPOINT ((-47.84011495633409 -24.531248492577053)),2013-05-02,SSRG,AD,-24.53167,-47.84028,25,N,N,C,NO,REGISTRO / Aeroporto Estadual de Registro,SP
AIRPORT21JUL16.221,MULTIPOINT ((-38.47636534457334 -3.7385148849402148)),2013-05-30,SJJC,HP,-3.73944,-38.47694,36,Y,N,C,YES,FORTALEZA / HELPN Hospital Geral de Fortaleza (HGF),CE
AIRPORT21JUL16.222,MULTIPOINT ((-47.27870090242231 -22.148676656915402)),2014-01-09,SDPJ,AD,-22.14917,-47.27889,596,N,N,C,YES,LEME / Faz. Cresciumal,SP
AIRPORT21JUL16.223,MULTIPOINT ((-45.83086187293253 -14.697920845309467)),2014-01-09,SSVM,AD,-14.69861,-45.83111,896,N,N,C,YES,COCOS / Faz. Savannah,BA
AIRPORT21JUL16.224,MULTIPOINT ((-51.284733803495335 -8.437502902347447)),2014-01-09,SNYZ,AD,-8.43833,-51.28472,503,N,N,C,YES,CUMARU DO NORTE / Faz. Rio 18,PA
AIRPORT21JUL16.225,MULTIPOINT ((-38.88888421279655 -3.509066545131033)),2013-06-27,SSCC,HP,-3.51,-38.88944,18,Y,,C,YES,SÃO GONÇALO DO AMARANTE / HELPN Kuehlmeyer,CE
AIRPORT21JUL16.226,MULTIPOINT ((-45.966968641815505 -22.228399418140505)),2013-11-14,SWTA,HP,-22.22889,-45.96722,863,Y,N,C,YES,POUSO ALEGRE / HEPLN Stelita,MG
AIRPORT21JUL16.227,MULTIPOINT ((-40.17835625379618 -20.0372134223287)),2013-11-14,SWUM,HP,-20.03778,-40.17889,16,Y,N,C,YES,FUNDÃO / HELPN Praia Grande,ES
AIRPORT21JUL16.228,MULTIPOINT ((-52.16950173680196 -23.711502789391066)),2013-05-30,SSOC,AD,-23.71194,-52.16944,296,N,N,C,YES,ENGENHEIRO BELTRÃO/Ivaí Aeroagrícola,PR
AIRPORT21JUL16.229,MULTIPOINT ((-54.91240848702499 -15.476830184696373)),2014-01-09,SNMW,HP,-15.4775,-54.91222,695,N,,D,YES,CAMPO VERDE / Faz. Modelo,MT
AIRPORT21JUL16.230,MULTIPOINT ((-57.74143334091379 -15.770167534696364)),2014-01-09,SSUK,AD,-15.77083,-57.74111,149,N,,D,YES,LAMBARI D'OESTE / Faz. Bom Jesus,MT
AIRPORT21JUL16.231,MULTIPOINT ((-46.6303330441656 -23.484548567856386)),2014-10-16,SWHX,HP,-23.485,-46.63056,801,Y,,C,YES,SÃO PAULO / HELPN Conjunto Hospitalar do Mandaqui,SP
AIRPORT21JUL16.232,MULTIPOINT ((-46.662279638031606 -23.157316631102997)),2014-08-21,SISP,HP,-23.15778,-46.6625,927,Y,N,C,YES,JARINU / HELPN Reobot,SP
AIRPORT21JUL16.233,MULTIPOINT ((-46.103924558678685 -19.346929729267128)),2014-08-21,SWUJ,AD,-19.3475,-46.10417,1177,N,,C,YES,SÃO GOTARDO /  São Gotardo,MG
AIRPORT21JUL16.234,MULTIPOINT ((-49.57604103178912 -14.776536463452393)),2014-08-21,SWJG,HP,-14.77722,-49.57611,743,N,,C,YES,PILAR DE GOIÁS / HELPN CGO,GO
AIRPORT21JUL16.235,MULTIPOINT ((-35.04787218886804 -7.909144173773632)),2014-08-21,SIAF,HP,-7.91,-35.04861,145,Y,,C,YES,PAUDALHO / HELPN Águas Finas,PE
AIRPORT21JUL16.236,MULTIPOINT ((-48.42292750534314 -18.861363350181403)),2014-08-21,SWXX,AD,-18.86194,-48.42306,853,N,,C,YES,UBERLÂNDIA / Faz. Canadá,MG
AIRPORT21JUL16.237,MULTIPOINT ((-49.20880040358597 -16.647138843810605)),2014-08-21,SJOS,HP,-16.64778,-49.20889,721,Y,,C,YES,GOIÂNIA / HEPLN Agetop,GO
AIRPORT21JUL16.238,MULTIPOINT ((-46.24060516275254 -13.173162543357101)),2014-08-21,SNVK,AD,-13.17389,-46.24083,981,N,,C,YES,SÃO DESIDÉRIO / Faz. ventura II,BA
AIRPORT21JUL16.239,MULTIPOINT ((-42.979597187954184 -22.45117760523577)),2013-11-14,SWCY,HP,-22.45167,-42.98,906,Y,N,C,YES,TERESÓPOLIS / HELPN Comary,RJ
AIRPORT21JUL16.240,MULTIPOINT ((-38.679694522752584 -12.882588454413382)),2013-11-14,SSZZ,HP,-12.88333,-38.68028,8,N,,C,YES,ITAPARICA/ HELPN SESC,BA
AIRPORT21JUL16.241,MULTIPOINT ((-48.241536932116574 -2.423216169442636)),2014-09-18,SSYI,AD,-2.42417,-48.24167,61,N,,C,YES,TOME - ACU / Tome - Acu,PA
AIRPORT21JUL16.242,MULTIPOINT ((-43.68382438200948 -6.49968232699114)),2014-10-16,SSYR,AD,-6.50056,-43.68417,362,N,,C,YES,SÃO JOÃO DOS PATOS / José Mendes Ribeiro,MA
AIRPORT21JUL16.243,MULTIPOINT ((-56.2763708980083 -21.018920068410647)),2014-08-21,SNWB,AD,-21.01944,-56.27611,241,N,N,D,YES,BONITO / Faz. São Sebastião,MS
AIRPORT21JUL16.244,MULTIPOINT ((-52.06088358592453 -19.291931365317307)),2014-10-16,SWUN,AD,-19.2925,-52.06083,536,N,,D,YES,INOCENCIA / Faz. União,MS
AIRPORT21JUL16.245,MULTIPOINT ((-47.89789871959296 -21.950893790853183)),2014-10-16,SWDH,HP,-21.95139,-47.89806,854,N,,C,YES,SÃO CARLOS / HELPN Damha Golfe,SP
AIRPORT21JUL16.246,MULTIPOINT ((-45.00303641918753 -19.873331347981853)),2014-10-16,SWAW,HP,-19.87389,-45.00333,735,N,,C,YES,NOVA SERRANA / HELPN Tropical,MG
AIRPORT21JUL16.247,MULTIPOINT ((-48.91628638455431 -16.405743646902998)),2014-10-16,SSII,HP,-16.40639,-48.91639,1104,N,,C,YES,LEOPOLDO DE BULHÕES / HELPN Teuto,GO
AIRPORT21JUL16.248,MULTIPOINT ((-55.38354002110689 -13.097327809064353)),2014-10-16,SSTU,AD,-13.09806,-55.38333,433,N,,D,YES,SORRISO / Faz. Toledo I,MT
AIRPORT21JUL16.249,MULTIPOINT ((-55.137974920038 -15.531275788175407)),2014-10-16,SDLZ,AD,-15.53194,-55.13778,772,N,,D,YES,CAMPO VERDE / Luiz Eduardo Magalhães,MT
AIRPORT21JUL16.250,MULTIPOINT ((-54.76045654700462 -15.239879985466489)),2014-10-16,SDZL,AD,-15.24056,-54.76028,689,N,,D,YES,CAMPO VERDE / São José,MT
AIRPORT21JUL16.251,MULTIPOINT ((-52.25227970289081 -11.558682600046184)),2014-07-24,SSUR,AD,-11.55944,-52.25222,326,N,,D,YES,SÃO FELIX DO ARAGUAIA / faz. Rio Fontoura,MT
AIRPORT21JUL16.252,MULTIPOINT ((-46.30837256266722 -23.382878386446972)),2014-07-24,SNHL,HP,-23.38333,-46.30861,819,Y,N,C,YES,ARUJÁ / HELPN Ama,SP
AIRPORT21JUL16.253,MULTIPOINT ((-52.218944766102474 -11.424512886979342)),2014-07-24,SNDP,AD,-11.42528,-52.21889,348,N,N,D,YES,SÃO FÉLIX DO ARAGUAIA / Derso Portilho Vieira,MT
AIRPORT21JUL16.254,MULTIPOINT ((-50.381079003381764 -18.547466853306148)),2014-06-26,SJJW,AD,-18.54806,-50.38111,518,N,N,C,YES,QUIRINÓPOLIS / Faz. Canamari,GO
AIRPORT21JUL16.255,MULTIPOINT ((-57.968665292917215 -15.053205100168498)),2014-07-24,SSRP,AD,-15.05389,-57.96833,207,N,N,D,YES,SALTO DO CÉU / Faz Rio Preto,MT
AIRPORT21JUL16.256,MULTIPOINT ((-52.191720263348444 -3.1710081734778988)),2014-07-24,SJJJ,AD,-3.17194,-52.19167,112,,,C,YES,ALTAMIRA / Aeroxingu,PA
AIRPORT21JUL16.257,MULTIPOINT ((-46.28449612183378 -13.187051797891565)),2014-07-24,SJHV,AD,-13.18778,-46.28472,955,N,N,C,YES,SÃO DESIDÉRIO / Faz Ventura I,BA
AIRPORT21JUL16.258,MULTIPOINT ((-49.42575061839372 -25.43516674989118)),2014-07-24,SWGE,HP,-25.43556,-49.42583,978,Y,N,C,YES,CAMPO LARGO / HELPN Green Technology,PR
AIRPORT21JUL16.259,MULTIPOINT ((-45.60833871078177 -22.70869063550893)),2014-07-24,SWQZ,HP,-22.70917,-45.60861,1675,Y,N,C,YES,CAMPOS DO JORDÃO / HELPN Portofino,SP
AIRPORT21JUL16.260,MULTIPOINT ((-45.3997148586304 -23.79816707409475)),2014-10-16,SJPQ,HP,-23.79861,-45.4,2,Y,,C,YES,SÃO SEBASTIÃO / HELPN Terminal Petrobrás - São Sebastião,SP
AIRPORT21JUL16.261,MULTIPOINT ((-52.48479205371316 -16.12240338448598)),2014-10-16,SIWF,AD,-16.12306,-52.48472,320,N,,D,YES,TORIXOREU / Faz. Agronova,MT
AIRPORT21JUL16.262,MULTIPOINT ((-47.952068961827266 -21.121425592083437)),2014-10-16,SWAS,AD,-21.12194,-47.95222,600,N,,C,YES,SERTÃOZINHO / Usina Açucareira Santo Antônio,SP
